id	replyCount	likeCount	publishedAt	authorName	text	authorChannelId	authorChannelUrl	isReply	isReplyTo	isReplyToName
UgyHNuoPmFYM_FMp9Ip4AaABAg	0	3	2018-11-12 06:21:18	Angela Smirnova	Correction: Kyiv became a capital of an ancient kingdom of Kyivan Rus not Russia. Russia takes its roots in Moscow not Kyiv. Nowadays, Kyiv is a capital of Ukraine. Moscow is a capital of Russia.	UCvRQi0fbaGVv3KSd3hiTOig	http://www.youtube.com/channel/UCvRQi0fbaGVv3KSd3hiTOig	0		
UgxNNgf9PmvkQ5VitEd4AaABAg	2	0	2018-11-05 15:25:45	SAMAA AMR	To YouTube if they can hear me<br />STOP THE ADDS PLEASE IT KILLS THE PLEASURE OF SEEING THE VIDEO 😡😡😡😡😡😡😡😡😡😡😡	UCjgZaJ4ZW5AhXT6Z6qPr2dA	http://www.youtube.com/channel/UCjgZaJ4ZW5AhXT6Z6qPr2dA	0		
UgxNNgf9PmvkQ5VitEd4AaABAg.8nGwSeJPSDv8pJ7qUzZ6KH		0	2018-12-26 04:55:15	Yang X	SAMAA AMR I agree	UCeq67Byh12uMF3YT4sa-XoQ	http://www.youtube.com/channel/UCeq67Byh12uMF3YT4sa-XoQ	1	UgxNNgf9PmvkQ5VitEd4AaABAg	SAMAA AMR
UgxNNgf9PmvkQ5VitEd4AaABAg.8nGwSeJPSDv8oVm7NthswR		1	2018-12-06 06:15:27	Pigyguy	adblock. it's free and a life saver	UCp9XOuMg5kVCiPBLp_dBp2g	http://www.youtube.com/channel/UCp9XOuMg5kVCiPBLp_dBp2g	1	UgxNNgf9PmvkQ5VitEd4AaABAg	SAMAA AMR
UgyGFFlWN0UwtwjAID94AaABAg	0	0	2018-11-04 00:14:04	Sydni A Underwood	The one thing I love watching about these documentaries is the slow but fast change in a persons skin tone, hair type and face shape based on their environments.	UCSvG7p7J943Z_DlmZklYh-A	http://www.youtube.com/channel/UCSvG7p7J943Z_DlmZklYh-A	0		
UgxlKnTQ_1FngyQrrTt4AaABAg	0	0	2018-11-03 22:36:08	Proton2112	The Renaissance had nothing to do with &quot;influences from all over the World&quot;. The degenerate multiculti BBC cannot produce a single thing without inserting laughable anti-European, anti-white propaganda.	UC28zac4jUjNZAOiFpwRFhlA	http://www.youtube.com/channel/UC28zac4jUjNZAOiFpwRFhlA	0		
Ugwlcqjeex2xoNpezrJ4AaABAg	0	1	2018-10-27 17:50:08	G Gamer	<a href="https://www.youtube.com/watch?v=iMO2kg3VQqI&amp;t=3m34s">3:34</a> is his name &quot;Ass Cold&quot;	UCgPNTN0qbnbT9hKXRuoofvg	http://www.youtube.com/channel/UCgPNTN0qbnbT9hKXRuoofvg	0		
Ugzl--sIhz1rzhpxj-N4AaABAg	0	0	2018-10-25 18:15:23	C. Huseyin	Humans born barbaric and we are nowadays not less barbaric than ancient times. We have technology and we use it to spread false information and ignorance. I do believe that is more barbaric than going to war with knives.	UCRJPTAjQ5DEv55iN7O-UwZA	http://www.youtube.com/channel/UCRJPTAjQ5DEv55iN7O-UwZA	0		
UgzYeD3TGZMPUVNfPnJ4AaABAg	0	0	2018-10-15 00:15:43	AK#1	Very bad audio...	UCVVJgFspraopi3NfVTKV0Rg	http://www.youtube.com/channel/UCVVJgFspraopi3NfVTKV0Rg	0		
UgyYOJqNLYM8Vm4UvxZ4AaABAg	0	0	2018-10-06 04:24:34	Jason	a great documentary!	UCM23ELi5xjQKDbLH-OZjEGw	http://www.youtube.com/channel/UCM23ELi5xjQKDbLH-OZjEGw	0		
UgzD8SAq9NeBZ24IOAt4AaABAg	0	1	2018-09-22 20:23:30	moreno franco	What makes you imagine that we are less barbaric today? The only difference between then and now is our technology. Humans have not changed since Egypt. We are still the most cunning, vicious and treacherous species on the planet. And in 2000 years coming nothing will change	UCA0nMlweoBm2bxOTKTogu2g	http://www.youtube.com/channel/UCA0nMlweoBm2bxOTKTogu2g	0		
UgzEccRUhatjxJOlQOV4AaABAg	4	0	2018-09-20 19:34:18	ASMAT ULLAH	Its our islamic scholars ruled the modern researches	UCT7anfYIX9nvpL-GGg7m8Jg	http://www.youtube.com/channel/UCT7anfYIX9nvpL-GGg7m8Jg	0		
UgzEccRUhatjxJOlQOV4AaABAg.8lQwKqbUtOt8mzJ0gJMmQ2		0	2018-10-29 09:46:04	ASMAT ULLAH	+JETWTF i agree.	UCT7anfYIX9nvpL-GGg7m8Jg	http://www.youtube.com/channel/UCT7anfYIX9nvpL-GGg7m8Jg	1	UgzEccRUhatjxJOlQOV4AaABAg	ASMAT ULLAH
UgzEccRUhatjxJOlQOV4AaABAg.8lQwKqbUtOt8mzHgZm7I_f		1	2018-10-29 09:34:27	JETWTF	ASMAT ULLAH  "It's our Islamic scholars" You do realize that they were very different than modern Islam don't you? Yeah there's a point of pride in ancestry but since then Islamic countries have fallen behind and most of the world find Islamic laws and attitudes to be barbaric. And technologically speaking the best tech those countries have is imported. Maybe someday that can be reversed, but the continued reliance on oil across the globe and the instability in the region I cannot see that changing soon maybe another 2k years from now but I doubt there will be separate countries then.	UC1XhQTSLoB18xY0Ztu5JLQA	http://www.youtube.com/channel/UC1XhQTSLoB18xY0Ztu5JLQA	1	UgzEccRUhatjxJOlQOV4AaABAg	ASMAT ULLAH
UgzEccRUhatjxJOlQOV4AaABAg.8lQwKqbUtOt8ldqTk_BX4T		0	2018-09-26 05:12:27	ASMAT ULLAH	I agree to your comment Kai. Egyptians, persians, greeks had thousands years old history and tradition, researches that transferred to new rulers.	UCT7anfYIX9nvpL-GGg7m8Jg	http://www.youtube.com/channel/UCT7anfYIX9nvpL-GGg7m8Jg	1	UgzEccRUhatjxJOlQOV4AaABAg	ASMAT ULLAH
UgzEccRUhatjxJOlQOV4AaABAg.8lQwKqbUtOt8ldDVW80t-H		0	2018-09-25 23:23:10	kai loa	hahahahahahahahahahaha... islamic scholars borrowed their knowledge from PRE-EXISTING civilisation like the greeks, persians, egyptians ect. they did not originate those ideas they simply built on it. Nothing new! the Roman did it too. hahahahahaha	UCg_sxBhcbmyGZGqX4gmWa_w	http://www.youtube.com/channel/UCg_sxBhcbmyGZGqX4gmWa_w	1	UgzEccRUhatjxJOlQOV4AaABAg	ASMAT ULLAH
UgzZlQTPjcpJl5tR0qd4AaABAg	17	9	2018-09-13 04:13:38	kai loa	The islamic empire was as equally barbaric as Gangis Khan&#39;s empire.	UCg_sxBhcbmyGZGqX4gmWa_w	http://www.youtube.com/channel/UCg_sxBhcbmyGZGqX4gmWa_w	0		
UgzZlQTPjcpJl5tR0qd4AaABAg.8l7GPap-tji8owl-dCbdX6		0	2018-12-17 03:04:24	Koksal Ceylan	Kai loa: but your civiitation was civilized isnt it?.Oh its always the others who are barbaric but never them selfs. Go back to sleep, have nice dreams.	UCSTmeT6JSLeelj5oLAen-1A	http://www.youtube.com/channel/UCSTmeT6JSLeelj5oLAen-1A	1	UgzZlQTPjcpJl5tR0qd4AaABAg	kai loa
UgzZlQTPjcpJl5tR0qd4AaABAg.8l7GPap-tji8oq_tva9UEB		1	2018-12-14 17:31:55	marvigli19	as was the christian expansion. all religions kill free thinking, science & art.	UC46crXw-lIvTRgDnA8uXXhA	http://www.youtube.com/channel/UC46crXw-lIvTRgDnA8uXXhA	1	UgzZlQTPjcpJl5tR0qd4AaABAg	kai loa
UgzZlQTPjcpJl5tR0qd4AaABAg.8l7GPap-tji8oY6MwuqVXh		0	2018-12-07 03:59:34	Luvinlife4me	They were all as bad as each other, get over it. When humans have the power of life and death in there hands and very few rules to bound them they will come up with the most shitty thing the can at any given moment. It’s not race or religion, its the individual. Do some research on “Mob Mentality” and see what you come up with. If Gladiatorial games were legal, they would be the most watch event on, no comparison!	UCalJlye9yXEOwPYhCq3VYWg	http://www.youtube.com/channel/UCalJlye9yXEOwPYhCq3VYWg	1	UgzZlQTPjcpJl5tR0qd4AaABAg	kai loa
UgzZlQTPjcpJl5tR0qd4AaABAg.8l7GPap-tji8nKYMm5nXah		0	2018-11-07 01:03:27	EmperorShadow	+kai loa o hail the American Empire	UCrACS5rKQTXWrSOoKTfroMg	http://www.youtube.com/channel/UCrACS5rKQTXWrSOoKTfroMg	1	UgzZlQTPjcpJl5tR0qd4AaABAg	kai loa
UgzZlQTPjcpJl5tR0qd4AaABAg.8l7GPap-tji8nKYIGfR_3Y		0	2018-11-07 01:02:50	EmperorShadow	+南半球的南方人 U lying	UCrACS5rKQTXWrSOoKTfroMg	http://www.youtube.com/channel/UCrACS5rKQTXWrSOoKTfroMg	1	UgzZlQTPjcpJl5tR0qd4AaABAg	kai loa
UgzZlQTPjcpJl5tR0qd4AaABAg.8l7GPap-tji8mpuryD8oGh		1	2018-10-25 18:13:07	C. Huseyin	kai loa ignorance is a disease hard to live with. We can attest that by reading your comments.	UCRJPTAjQ5DEv55iN7O-UwZA	http://www.youtube.com/channel/UCRJPTAjQ5DEv55iN7O-UwZA	1	UgzZlQTPjcpJl5tR0qd4AaABAg	kai loa
UgzZlQTPjcpJl5tR0qd4AaABAg.8l7GPap-tji8miar24BOm1		0	2018-10-22 22:03:33	Nmethyltransferase	+ kai loa You're a cuck! Like a cuckold whining to his friends about how another man fucked his wife, all I see you doing is complaining like a little bitch. What are your solutions? What do we _do_ about Muslims?	UCgY_U3IsHQ7aYsLKoiKqiMA	http://www.youtube.com/channel/UCgY_U3IsHQ7aYsLKoiKqiMA	1	UgzZlQTPjcpJl5tR0qd4AaABAg	kai loa
UgzZlQTPjcpJl5tR0qd4AaABAg.8l7GPap-tji8mauIAylwnk		0	2018-10-19 22:19:29	moreno franco	@Kai loa... I will be in Cairo in less than 10 days I will bury my wife's hair at the north face of the Great Pyramid Muslims contributed to Mathematics, Medicine and Astronomy Until 570 AD and Muhammad And there,,, right there! It was stopped Allah 'akh Bhar Religion became more important than science The Arab world is still awaiting its own Leonardo To PROVE that the sun does not revolve about the world. I take your point about the achivements. But SOMEBODY put on the brakes. In the Arab society women are second-class citizens not allowed to drive cars You have no great jokes about the stupidity of men and god Ans all the romance of beauty and love that was Arabia Has been erased Ayatollaha Khomeni! A scoundrel Saddam Hussein (waste of the Great name Hussein)? I saw great men such as Anwar Sadat and silly men such as Gamal Abdel Nasser replaced by a thieving corrupt Hosni Mabarak The Arab Spring. Lasted one season. Autumn Comes And then people like you - need a Winter Soldier such as me. This Soldier will be in Egypt to bury a woman. She is famous. She is a Witch And not a second-class citizen. You want to be clever? Meet me at Cairo International Novotel 31 October	UCA0nMlweoBm2bxOTKTogu2g	http://www.youtube.com/channel/UCA0nMlweoBm2bxOTKTogu2g	1	UgzZlQTPjcpJl5tR0qd4AaABAg	kai loa
UgzZlQTPjcpJl5tR0qd4AaABAg.8l7GPap-tji8ldDRJuaMZv		1	2018-09-25 23:22:35	kai loa	moreno franco  hahahahahahahahahahaha... islamic scholars borrowed their knowledge from PRE-EXISTING civilisation like the greeks, persians, egyptians ect. they did not originate those ideas they simply built on it. Nothing new! the Roman did it too. hahahahahaha	UCg_sxBhcbmyGZGqX4gmWa_w	http://www.youtube.com/channel/UCg_sxBhcbmyGZGqX4gmWa_w	1	UgzZlQTPjcpJl5tR0qd4AaABAg	kai loa
UgzZlQTPjcpJl5tR0qd4AaABAg.8l7GPap-tji8lWALGxfzwT		2	2018-09-22 20:21:37	moreno franco	Kai Loa. What makes you imagine that we are less barbaric today? The only difference between then and now is our technology. Yet we are still the most cunning, vicious and treacherous species on the planet	UCA0nMlweoBm2bxOTKTogu2g	http://www.youtube.com/channel/UCA0nMlweoBm2bxOTKTogu2g	1	UgzZlQTPjcpJl5tR0qd4AaABAg	kai loa
UgzZlQTPjcpJl5tR0qd4AaABAg.8l7GPap-tji8lKEA3xzq0g		1	2018-09-18 05:04:10	Seth Butcher	南半球的南方人 corpses with the plague	UCxUU44_OuKBNmS3LW35Ab9w	http://www.youtube.com/channel/UCxUU44_OuKBNmS3LW35Ab9w	1	UgzZlQTPjcpJl5tR0qd4AaABAg	kai loa
UgzZlQTPjcpJl5tR0qd4AaABAg.8l7GPap-tji8lCeOtfP0Ff		0	2018-09-15 06:28:11	kai loa	+BIN KHALDOON التميمي of course you would be biased! You are a muslim.... No empire contributed so much to the world like the British and The American Empire .	UCg_sxBhcbmyGZGqX4gmWa_w	http://www.youtube.com/channel/UCg_sxBhcbmyGZGqX4gmWa_w	1	UgzZlQTPjcpJl5tR0qd4AaABAg	kai loa
UgzZlQTPjcpJl5tR0qd4AaABAg.8l7GPap-tji8lAA_Djud-u		0	2018-09-14 07:20:22	kai loa	+南半球的南方人 read how the islamic empire treated the albanian people and the north africans	UCg_sxBhcbmyGZGqX4gmWa_w	http://www.youtube.com/channel/UCg_sxBhcbmyGZGqX4gmWa_w	1	UgzZlQTPjcpJl5tR0qd4AaABAg	kai loa
UgzZlQTPjcpJl5tR0qd4AaABAg.8l7GPap-tji8lA0vIPELH1		1	2018-09-14 05:56:00	南半球的南方人	kai loa  nah the mongols were far worse	UC3gk1SYY2uz90HyovRJJlzA	http://www.youtube.com/channel/UC3gk1SYY2uz90HyovRJJlzA	1	UgzZlQTPjcpJl5tR0qd4AaABAg	kai loa
UgzZlQTPjcpJl5tR0qd4AaABAg.8l7GPap-tji8l9zFzLK4NA		0	2018-09-14 05:32:45	kai loa	+南半球的南方人 the Islamic empire sliced, burnt, stoned and hanged their victims too... possibly could have catapulted bodies too	UCg_sxBhcbmyGZGqX4gmWa_w	http://www.youtube.com/channel/UCg_sxBhcbmyGZGqX4gmWa_w	1	UgzZlQTPjcpJl5tR0qd4AaABAg	kai loa
UgzZlQTPjcpJl5tR0qd4AaABAg.8l7GPap-tji8l9o9o_CY67		1	2018-09-14 03:55:47	南半球的南方人	umm....the mongols catapult corpses into the defending castles/cities during their conquest.	UC3gk1SYY2uz90HyovRJJlzA	http://www.youtube.com/channel/UC3gk1SYY2uz90HyovRJJlzA	1	UgzZlQTPjcpJl5tR0qd4AaABAg	kai loa
UgwXv3LSh7rp0vaH_b14AaABAg	3	4	2018-09-13 04:09:59	kai loa	To certain extent this documentary is very biased and untrue🤙	UCg_sxBhcbmyGZGqX4gmWa_w	http://www.youtube.com/channel/UCg_sxBhcbmyGZGqX4gmWa_w	0		
UgwXv3LSh7rp0vaH_b14AaABAg.8l7FzrpcbvZ8oFuPTYEF6J		0	2018-11-30 02:19:59	Biker Jim	+EmperorShadow do you have examples?	UCTgoV369hDmP34mr0sl9KWg	http://www.youtube.com/channel/UCTgoV369hDmP34mr0sl9KWg	1	UgwXv3LSh7rp0vaH_b14AaABAg	kai loa
UgwXv3LSh7rp0vaH_b14AaABAg.8l7FzrpcbvZ8nKYWpP36Rb		0	2018-11-07 01:04:49	EmperorShadow	+C. Huseyin how about you try you troll, it doesn't take a lot of common sense to see the bias and untrue things in this video	UCrACS5rKQTXWrSOoKTfroMg	http://www.youtube.com/channel/UCrACS5rKQTXWrSOoKTfroMg	1	UgwXv3LSh7rp0vaH_b14AaABAg	kai loa
UgwXv3LSh7rp0vaH_b14AaABAg.8l7FzrpcbvZ8mpux9WlfFv		3	2018-10-25 18:13:50	C. Huseyin	kai loa we are waiting for your documentary and PhD expertise in the area.	UCRJPTAjQ5DEv55iN7O-UwZA	http://www.youtube.com/channel/UCRJPTAjQ5DEv55iN7O-UwZA	1	UgwXv3LSh7rp0vaH_b14AaABAg	kai loa
UgxUfOe7xhDcSQfcD1l4AaABAg	3	0	2018-08-25 20:53:53	akbar Jan	The silk road illustrated at <a href="https://www.youtube.com/watch?v=iMO2kg3VQqI&amp;t=21m50s">21:50</a> is misleading, there&#39;s no silk road travelling from central Asia crossing the Tibetan plateu, it&#39;s simply not possible, unless the caravans bring their &quot;oxygen tanks&quot; to survive.	UCry3rOO91ggfHU5gYNNnVlQ	http://www.youtube.com/channel/UCry3rOO91ggfHU5gYNNnVlQ	0		
UgxUfOe7xhDcSQfcD1l4AaABAg.8kO7lz066YR8lWB3WokySV		0	2018-09-22 20:27:56	moreno franco	You must be tripping. The Xinhua Silk Road Is already half way from Beijing to Berlin. https://thediplomat.com/2014/05/chinas-new-silk-road-vision-revealed/	UCA0nMlweoBm2bxOTKTogu2g	http://www.youtube.com/channel/UCA0nMlweoBm2bxOTKTogu2g	1	UgxUfOe7xhDcSQfcD1l4AaABAg	akbar Jan
UgxUfOe7xhDcSQfcD1l4AaABAg.8kO7lz066YR8l0INp_I6rv		1	2018-09-10 11:16:11	Christopher Schuster	Yep. You were there. You'd know.	UChIXlmBcNlQW7o3cAgxrSEg	http://www.youtube.com/channel/UChIXlmBcNlQW7o3cAgxrSEg	1	UgxUfOe7xhDcSQfcD1l4AaABAg	akbar Jan
UgxUfOe7xhDcSQfcD1l4AaABAg.8kO7lz066YR8l-vIzIEXiG		0	2018-09-10 07:45:48	Omuerta Genetix	They get alot wrong here.. Ghenkis killed his brother as a child with an arrow over a squabble.	UC6_ij3WYgNnwcmHE_T4VpvQ	http://www.youtube.com/channel/UC6_ij3WYgNnwcmHE_T4VpvQ	1	UgxUfOe7xhDcSQfcD1l4AaABAg	akbar Jan
